#stime,dur,runtime,proto,saddr,sport,dir,daddr,dport,state,sjit,djit,stos,dtos,pkts,bytes,trans,mean,stddev,rate,sintpkt,sintdist,sintpktact,sintdistact,sintpktidl,sintdistidl,dintpkt,dintdist,dintpktact,dintdistact,dintpktidl,dintdistidl,Label(Normal:CC:Background),Bclus(Normal:CC:Unknown)
2011/08/17 10:01:01.780520,4.995979,4.995979,udp,188.75.133.98,16200,<->,147.32.86.125,35248,CON,9.376024,5.243868,0,0,580,252406,1,4.995979,0.000000,115.893205,10.311311,,10.311311,,0.000000,,18.113717,,18.113717,,0.000000,,flow=Background-UDP-Established,Normal-Jist
2011/08/17 10:02:01.780520,4.995979,4.995979,udp,188.75.133.98,16200,<->,147.32.86.125,35248,CON,9.376024,5.243868,0,0,580,252406,1,4.995979,0.000000,115.893205,10.311311,,10.311311,,0.000000,,18.113717,,18.113717,,0.000000,,flow=Background-UDP-Established,Normal-Jist
2011/08/17 10:03:01.780520,4.995979,4.995979,udp,188.75.133.98,16200,<->,147.32.86.125,35248,CON,9.376024,5.243868,0,0,580,252406,1,4.995979,0.000000,115.893205,10.311311,,10.311311,,0.000000,,18.113717,,18.113717,,0.000000,,flow=Background-UDP-Established,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:04:01.780520,4.995979,4.995979,udp,188.75.133.98,16200,<->,147.32.86.125,35248,CON,9.376024,5.243868,0,0,580,252406,1,4.995979,0.000000,115.893205,10.311311,,10.311311,,0.000000,,18.113717,,18.113717,,0.000000,,flow=Background-UDP-Established,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:05:01.782109,4.922747,4.922747,tcp,119.252.172.92,59067,<?>,147.32.84.14,80,A_PA,220.219078,3438.003093,0,0,204,252156,1,4.922747,0.000000,41.237137,129.537266,,0.000000,,129.537266,,28.981524,,16.358642,,430.389187,,flow=Background,Unknown
2011/08/17 10:06:01.782109,4.922747,4.922747,tcp,119.252.172.92,59067,<?>,147.32.84.14,80,A_PA,220.219078,3438.003093,0,0,204,252156,1,4.922747,0.000000,41.237137,129.537266,,0.000000,,129.537266,,28.981524,,16.358642,,430.389187,,flow=Background,Unknown
2011/08/17 10:07:01.782109,4.922747,4.922747,tcp,119.252.172.92,59067,<?>,147.32.84.14,80,A_PA,220.219078,3438.003093,0,0,204,252156,1,4.922747,0.000000,41.237137,129.537266,,0.000000,,129.537266,,28.981524,,16.358642,,430.389187,,flow=Background,Unknown
2011/08/17 10:08:01.782109,4.922747,4.922747,tcp,119.252.172.92,59067,<?>,147.32.84.14,80,A_PA,220.219078,3438.003093,0,0,204,252156,1,4.922747,0.000000,41.237137,129.537266,,0.000000,,129.537266,,28.981524,,16.358642,,430.389187,,flow=Background,Unknown
2011/08/17 10:09:01.783305,1.000777,1.000777,tcp,90.183.101.168,80,<?>,147.32.86.89,1176,FPA_A,470.731906,0.000000,0,0,6,3025,1,1.000777,0.000000,4.996118,333.539000,,0.000000,,333.539000,,998.791000,,0.000000,,998.791000,,flow=Background,Unknown
2011/08/17 10:10:01.799805,0.099234,0.099234,tcp,147.32.84.134,46402,<?>,69.63.189.16,443,A_A,,,0,0,2,132,1,0.099234,0.000000,10.077191,,,,,,,,,,,,,flow=Normal-Jist,Unknown
2011/08/17 10:11:01.799805,0.099234,0.099234,tcp,147.32.84.134,46402,<?>,69.63.189.16,443,A_A,,,0,0,2,132,1,0.099234,0.000000,10.077191,,,,,,,,,,,,,flow=Normal-Jist,Unknown
2011/08/17 10:12:01.799805,0.099234,0.099234,tcp,147.32.84.134,46402,<?>,69.63.189.16,443,A_A,,,0,0,2,132,1,0.099234,0.000000,10.077191,,,,,,,,,,,,,flow=Normal-Jist,Normal-Jist
2011/08/17 10:13:01.799805,0.099234,0.099234,tcp,147.32.84.134,46402,<?>,69.63.189.16,443,A_A,,,0,0,2,132,1,0.099234,0.000000,10.077191,,,,,,,,,,,,,flow=Normal-Jist,Normal-Jist
2011/08/17 10:14:01.875572,0.000000,0.000000,tcp,205.188.17.129,443, ?>,147.32.84.134,45108,A_,,,0,,1,60,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=Normal-Jist,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:15:01.875572,0.000000,0.000000,tcp,205.188.17.129,443, ?>,147.32.84.134,45108,A_,,,0,,1,60,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=Normal-Jist,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:16:01.875572,0.000000,0.000000,tcp,205.188.17.129,443, ?>,147.32.84.134,45108,A_,,,0,,1,60,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=Normal-Jist,Unknown
2011/08/17 10:17:01.875572,0.000000,0.000000,tcp,205.188.17.129,443, ?>,147.32.84.134,45108,A_,,,0,,1,60,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=Normal-Jist,Unknown
2011/08/17 10:18:01.876381,0.000000,0.000000,tcp,205.188.10.203,443, ?>,147.32.84.134,54805,A_,,,0,,1,60,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=Normal-Jist,Unknown
2011/08/17 10:19:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:20:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:21:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:22:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted
2011/08/17 10:23:01.789541,1.204515,1.204515,tcp,147.32.84.118,3926, ->,151.54.127.34,6881,S_RA,27.266500,19.938500,0,0,6,366,1,1.204515,0.000000,4.151048,530.098500,,530.098500,,0.000000,,553.804500,,0.000000,,553.804500,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Normal-Jist
2011/08/17 10:24:01.789541,1.204515,1.204515,tcp,147.32.84.118,3926, ->,151.54.127.34,6881,S_RA,27.266500,19.938500,0,0,6,366,1,1.204515,0.000000,4.151048,530.098500,,530.098500,,0.000000,,553.804500,,0.000000,,553.804500,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Normal-Jist
2011/08/17 10:25:01.789541,1.204515,1.204515,tcp,147.32.84.118,3926, ->,151.54.127.34,6881,S_RA,27.266500,19.938500,0,0,6,366,1,1.204515,0.000000,4.151048,530.098500,,530.098500,,0.000000,,553.804500,,0.000000,,553.804500,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Unknown
2011/08/17 10:26:01.789541,1.204515,1.204515,tcp,147.32.84.118,3926, ->,151.54.127.34,6881,S_RA,27.266500,19.938500,0,0,6,366,1,1.204515,0.000000,4.151048,530.098500,,530.098500,,0.000000,,553.804500,,0.000000,,553.804500,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Unknown
2011/08/17 10:27:01.791355,0.000000,0.000000,udp,147.32.84.229,13363, ->,213.169.64.186,28448,INT,,,0,,1,61,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=From-Botnet-V3-UDP-Attempt,Normal-Jist
2011/08/17 10:28:01.791355,0.000000,0.000000,udp,147.32.84.229,13363, ->,213.169.64.186,28448,INT,,,0,,1,61,1,0.000000,0.000000,0.000000,,,,,,,,,,,,,flow=From-Botnet-V3-UDP-Attempt,From-Botnet-V3-UDP-Attempt
2011/08/17 10:29:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Normal
2011/08/17 10:30:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,Unknown
2011/08/17 10:31:01.784676,0.001742,0.001742,tcp,89.185.253.133,443,<?>,147.32.86.107,51505,FPA_RPA,-nan,0.000000,0,0,5,606,1,0.001742,0.000000,2296.211261,0.003500,,0.000000,,0.003500,,0.647000,,0.000000,,0.647000,,flow=From-Botnet-V10-TCP-CC41-HTTP-Not-Encrypted,From-Botnet-V3-UDP-Attempt
